BMI
25.19672164
25.25816269
25.3205257
25.38541253
25.45201552
25.51886542
25.58867416
25.65885204
25.73446559
25.81779768
25.90654896
25.99893171
26.09458839
26.19440753
26.29932719
26.40856597
26.52039953
26.63709391
26.75583803
26.87668436
26.99780059
27.11996398
27.24202447
27.36377298
27.48574993
27.60785263
27.72623453
27.84129858
27.95451943
28.06721513
28.17842232
28.28641861
28.38902294
28.48311799
28.56565496
28.64284524
28.71530958
28.78875927
28.86175228
28.93576458
